x,y
0.18187499999999995,0.2663937753721247
0.19124999999999998,0.23878890392422214
0.20687499999999998,0.261217861975643
0.1860416666666666,0.2974492557510151
0.156875,0.2905480378890395
0.16729166666666662,0.23878890392422214
0.19437499999999996,0.21463464140730737
0.20479166666666665,0.2957239512855212
0.21833333333333327,0.28364682002706376
0.23187499999999994,0.2284370771312586
0.2402083333333333,0.3319553450608933
0.18916666666666665,0.3336806495263872
0.25479166666666664,0.3216035182679299
0.22123091594568126,0.32884400803429864
0.1775961707688159,0.32708378840094576
0.13298299349489606,0.3790408218999099
0.17054686889385717,0.336452160387696
0.09281850314597592,0.29897239366966805
0.10822820523968774,0.19909476858926742
0.11862763948407946,0.1514479631145736
0.12840499553321713,0.2723133747963721
0.15315178086054185,0.16476166785219803
0.21281125894160707,0.1766320010757832
0.23318125126730635,0.16588486354206078
0.27449008613805165,0.1323618881800082
0.3354279153057047,0.22243931710660256
0.36277242604272153,0.2549703447414001
0.32111455813831297,0.36444589674061056
0.2939430957414311,0.3036940737575902
0.30082952286646314,0.3817166331474649
0.21624663322545154,0.4611120299314227
0.15684645891267396,0.430854560442481
0.10013315673282588,0.4596201243844768
0.11423349750119431,0.39447553367376914
0.11549702754870343,0.38018740095215753
0.11759012732121542,0.23789432736841265
0.15290922852197064,0.19710502738091523
0.11052588181359176,0.6245838135650754
0.2024244643014065,0.70264983821946
0.18413544023485418,0.6730121490341451
0.22447136435075254,0.6242996136651682
0.23625271814409965,0.6329963406382565
0.1429024972642737,0.6208423296836333
0.14844173535931043,0.6444545262256443
0.17634332868872646,0.6618251608257205
0.18046733072039758,0.6607471282017975
0.16393681822937775,0.7420670936450222
0.20779811704973464,0.7051058468299013
0.23567898772880141,0.725284002471577
0.18656966834818503,0.6726891311885663
0.15438957046917084,0.5449054643656921
0.1297394322627691,0.5102619317276305
0.10747100952940544,0.5241052290746316
0.14983238893279785,0.5153114911194396
0.16568165442149563,0.6912703266600467
0.15783027033977193,0.7851397721351709
0.09829762393854817,0.708193452075088
0.10941941098781013,0.7200370210985345
0.12264082219074321,0.7115967093841228
0.1366631744928583,0.6786201468972817
0.10214348488389154,0.6120873201075335
0.06720007675118465,0.705355372802322
0.09440468190420855,0.6771987745486806
0.14281432236207325,0.7199992537402525
0.18456861007937034,0.6878810786999571
0.12471908046019996,0.7314661216476048
0.24851130287310896,0.5989977562521208
0.18498839785702267,0.6373383537082187
0.2657965027422494,0.6045251248821674
0.25574827532770733,0.6354797475394282
0.15819332724699192,0.6322551308430205
0.2014177484491833,0.6248367887353055
0.1970765759572333,0.6901388783791669
0.15013722309279068,0.6749107578726979
0.16594075913397024,0.7170679231752608
0.1624801234625146,0.8464967916382392
0.1521254256166042,0.768602763600959
0.09037575864417054,0.7879294055005285
0.1304105458751611,0.7127089153269475
0.09910556982264443,0.7277747111561661
0.08927161480286169,0.6698017077587576
0.0,0.6604664791602552
0.14628651943185045,0.6411917298880582
0.03219515468901257,0.5906445619906338
0.08525609742979445,0.6346920010978472
0.07826761767796159,0.6912045239935249
0.060601906264187676,0.7557923365599274
0.10056477523776017,0.8741077272562255
0.13183833316947766,0.7852244288108797
