x,y
0.22001478352573725,0.8427400971922301
0.16468241966058195,0.838269012134846
0.1634589413410699,0.8277783753693582
0.18308763234900863,0.7207446319646403
0.1769965255832404,0.7236609446081645
0.16727961762047902,0.7459294675113671
0.14903502175845135,0.838058433504355
0.1553259434749926,0.8457559299349097
0.16365429994922667,0.8819405017878282
0.16693852943780946,0.8876132635558098
0.20838302024334363,0.7794632472715693
0.142088397481054,0.7975533547380849
0.12372239825683101,0.7649638904686801
0.17187257282379848,0.7472032611429544
0.1449541265167931,0.7972631523646104
0.14314619392429212,0.8306246213354617
0.20486234392145575,0.8209783055784714
0.31215677652572427,0.806561400229494
0.22672319271547833,0.8376438618738894
0.18853515123761516,0.7718621429616299
0.19731871355845626,0.7586850931821805
0.20874575967571254,0.8000213936714935
0.10540858997144029,0.7689979356363543
0.18366223840294021,0.8530282111507871
0.18919719394819573,0.7862220479294554
0.2093807160497541,0.7864958642704161
0.1286214658341026,0.8497269290325802
0.1554638570812028,0.8426850434868616
0.17808932212916362,0.7657718100706279
0.1974537703049186,0.8261139317501447
0.14551077131792423,0.7675010369185826
0.20064132100645526,0.7755958906372686
0.16985927368796455,0.8410774756628158
0.14222075928091144,0.8421365872418355
0.233409595038928,0.7726223655530852
0.18770587217258064,0.8258010571696944
0.19995839342665508,0.8045060705863064
0.2259281501708781,0.7685887114446285
0.18036811338938652,0.7908526667033376
0.17786094505422445,0.7062416939627831
0.19982249123554843,0.8115203005584386
0.17904497905909933,0.758140147826353
0.1814240708963438,0.8582782793533295
0.20790871342259762,0.7957067171281541
0.1873627041258819,0.78028877638384
0.16173371506154788,0.7776570584442442
0.14006477313591723,0.7843134949536515
0.13622783612527978,0.7762763708700782
0.18374781279175773,0.7964321983577739
0.17494844806228418,0.8000948014597493
0.1289076758265176,0.7625660578641483
0.18757054035256326,0.7625548289249632
0.24096618154372,0.7523392157547477
0.1868958563637624,0.7795527015864648
0.19626306753003658,0.7546636482594694
0.19147804802181145,0.7915692971467407
0.26527813573369474,0.7544664023546608
0.20685461873894745,0.78773062202086
0.1830059272266642,0.8023087745918425
0.2121021139364153,0.795177068303973
0.19600993860508523,0.7366431360448997
0.12935855213134623,0.8022985666399163
0.16950448653768774,0.7613073352891314
0.15342671341655706,0.703886638174292
0.10825706938370139,0.7124495498438004
0.13452906445773394,0.723330748189066
0.1172249245981842,0.655647089833088
0.1025265490765064,0.7589214913090508
0.12569310555483515,0.7329985278140715
0.1382976473727288,0.7307348063193138
0.16273647931803564,0.7193037069746288
0.1125427530298028,0.7750634295229023
0.15908089959044147,0.7693712313786871
0.11228199521655875,0.768282511454324
0.028119069211433978,0.8428172990680765
0.17797140659309885,0.8263819473291402
0.1726734277574562,0.8491015975089846
0.07896732154228643,0.8879836116392031
0.148378043237275,0.8748235720646249
0.13819240443410516,0.8774991500394455
0.1108783260450901,0.8913091839591594
0.14158945086883687,0.8540883556651133
0.0924676147468154,0.8899746473939614
0.1152230972356734,0.8670094740753084
0.09851981225189871,0.8746555005383007
0.12035852154967365,0.7570348242373933
0.06717513798741853,0.774414752057158
0.1295962054311608,0.7283112039214968
0.11867516187043176,0.7221894760860255
0.1399336496570045,0.7371985816153772
0.08984544195227757,0.6726219106484552
0.1290383707379973,0.7270914418114524
0.07747234369385567,0.7095766850268173
0.06136814449338401,0.7195734518127325
0.04584112586240559,0.7524782481413311
0.09395788174045504,0.7867423276981835
0.10634751594155695,0.7697555025409232
0.0,0.8769494515708804
0.15655127643944666,0.8481876937024865
0.11771011341782697,0.9054382287008331
0.1508636033759693,0.8825489655353708
0.11334433128114574,0.9039308476093417
0.16887641612450224,0.8458747843149118
0.1966184536181288,0.8693943720554013
0.16735598010389435,0.8693219031907827
0.2989829022697451,0.8632838994588262
