ID,Reason_for_absence,Month_of_absence,Day_of_the_week,Seasons,Transportation_expense,Distance_from_Residence_to_Work,Service_time,Age,Work_load_Average_day_,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_time_in_hours,label
0.011419249592169658,14,0.16470588235294117,2.8,14,14,0.03713527851458886,0.029350104821802937,0.0196078431372549,0.0024058740532710956,0.04590163934426229,7,14,2.8,7,14,14,0.006407322654462242,0.028225806451612902,0.0611353711790393,14,C0
0.06635071090047394,0.07106598984771574,0.16470588235294117,1.0769230769230769,14,0.000322053782981758,14,0.038356164383561646,0.03753351206434316,0.0024058740532710956,0.04590163934426229,14,14,1.5555555555555556,7,7,14,0.0224,0.08433734939759036,0.14583333333333334,0.029106029106029108,C0
0.021021021021021023,0.021705426356589147,0.16470588235294117,0.8235294117647058,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,0.0024058740532710956,0.04590163934426229,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.029106029106029108,C0
0.021021021021021023,0.4827586206896552,0.16470588235294117,2.8,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,0.0024058740532710956,0.04590163934426229,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.014568158168574402,C0
0.021021021021021023,0.045307443365695796,0.16470588235294117,1.5555555555555556,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,0.0024058740532710956,0.04590163934426229,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.014568158168574402,C0
0.021021021021021023,0.017834394904458598,0.14432989690721648,0.8235294117647058,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,14,0.06666666666666667,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.029106029106029108,C0
0.021021021021021023,0.021705426356589147,0.14432989690721648,0.8235294117647058,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,14,0.06666666666666667,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.029106029106029108,C0
0.09929078014184398,0.02626641651031895,0.12844036697247707,2.8,14,0.00044316419233325947,0.019830028328611898,0.04154302670623145,0.028169014084507043,0.002275855261030387,0.06666666666666667,14,14,2.8,7,14,14,0.005382545174932718,0.10526315789473684,0.03867403314917127,0.014568158168574402,C0
0.03070175438596491,0.021705426356589147,0.12844036697247707,1.5555555555555556,14,0.0014012611350215194,0.04242424242424243,0.038356164383561646,0.06422018348623854,0.002275855261030387,0.06666666666666667,14,14,1.5555555555555556,7,14,14,0.006899950714637753,0.012844036697247707,0.12173913043478261,0.058091286307053944,C0
0.021021021021021023,0.022690437601296597,0.12844036697247707,0.8235294117647058,14,0.00036514436243186146,0.006616257088846881,0.0498220640569395,0.05,0.002275855261030387,0.06666666666666667,14,14,0.8235294117647058,7,14,14,0.029850746268656716,0.08433734939759036,0.18181818181818182,0.014568158168574402,C0
