x,y,label
9.997195248099167,9.795951504701621,C0
9.851073221760627,9.76899859806453,C0
10.002306778015662,10.202084702630561,C0
9.801875051691772,10.922489853230154,C0
9.636460461094071,10.751856210830786,C0
9.820420047651048,10.689946561076402,C0
9.767096995185144,10.67672818116265,C0
10.136978397660771,10.104219940694168,C0
9.95844064164975,9.748654216240881,C0
9.872981404445913,9.618231531237308,C0
9.912481944376166,9.532904084765962,C0
9.835623271714296,9.881309611854967,C0
9.62877894979737,9.974019595200257,C0
9.098089774522181,10.177907871201723,C0
9.391791221207798,10.654997173319849,C0
10.06304354989477,10.250795119602724,C0
9.888728534646514,10.199855390366805,C0
9.95462324725035,10.083544769728652,C0
10.01272530346332,10.031579805977705,C0
9.751744375358015,10.238904101835827,C0
9.562528859599608,10.517826151476926,C0
9.18448440698025,10.2158545295504,C0
9.519002479228142,10.07648413614048,C0
9.661997550869753,10.632214521835337,C0
9.822589629451857,10.20209363110111,C0
9.71755839871949,10.180158642358467,C0
10.163914543489328,10.558207785054506,C0
10.36180410079527,10.007744995819808,C0
10.350557071921092,9.807389220750904,C0
10.083770768434192,9.90292879319613,C0
10.252585058304467,9.240909749461812,C0
10.294643579779871,9.696649163497177,C0
9.807709004793214,9.171748946652189,C0
9.577627243668534,9.447470201178495,C0
9.920156504285398,9.472919364280752,C0
9.544962655875729,8.919533635820406,C0
9.465011334720336,9.745118684561257,C0
9.558113948260747,10.744670781846256,C0
9.436378569063432,10.477850688495968,C0
9.52962459909979,11.088492714746312,C0
10.037177379619063,11.255744370729186,C0
10.022233612573528,11.393677989377643,C0
10.336214347445535,11.290669150890432,C0
10.27073744057171,11.896208667470184,C0
9.375598721387345,11.75851486428573,C0
9.443842636369828,11.496915989626359,C0
9.147425780190217,10.686971594451057,C0
9.158384454304779,10.20482925835868,C0
9.178430221824124,9.647932346199182,C0
9.387076461672486,8.814997277307285,C0
10.096874398305044,8.111114245426053,C0
10.4269959237977,8.381349461430123,C0
10.577208560657878,8.751280126684822,C0
10.201764910729585,8.92510363631814,C0
10.264589303133977,10.163558300116206,C0
10.090592297821264,10.134178003908433,C0
10.514712459775973,10.737131877194447,C0
9.640562486661805,10.570062277990464,C0
9.818873311931707,11.091202065366762,C0
9.45913061942975,10.90143498330434,C0
9.065981507070175,11.61180119484828,C0
9.144867045651255,10.938952156289691,C0
9.6164632793348,12.058808746594687,C0
10.115329776216548,10.331216496752933,C0
10.200872773314428,9.886519736345546,C0
10.19127170059106,9.343037520074317,C0
10.143028297614354,9.249935103905045,C0
10.65923304528194,8.849233914687678,C0
10.383444242427876,9.52443527763871,C0
10.702901899387067,10.152523646418219,C0
10.67178390136227,10.137381099341821,C0
10.635911416868108,10.553658736289927,C0
10.361254062108141,11.17967757695663,C0
10.299705462870431,11.718752687302985,C0
9.606075167316858,11.77416975782572,C0
9.554079740071444,11.377130086458822,C0
9.44017534383474,10.775351992305437,C0
9.157676019373852,9.302385451645993,C0
9.244979119366588,9.42957137313653,C0
9.259899628723225,9.290059435644137,C0
9.679223082575529,10.357526968028612,C0
9.671645737639828,10.354062685179215,C0
9.830458809190093,10.035125704583155,C0
9.646396724034373,10.660391287240868,C0
10.052316945635411,10.743633134137319,C0
10.100454456659637,10.361278442072091,C0
10.068637006308611,9.973619462547548,C0
9.550976536738068,9.630388990166567,C0
9.248428495697784,9.77438548368579,C0
9.474497072273982,9.967291836271938,C0
10.12655701090452,10.419868924973628,C0
9.79307123772668,10.676566705698843,C0
9.950158196771755,9.647762211192557,C0
9.78263559054145,9.598380260844847,C0
9.545246100710138,9.862715085890104,C0
9.625706803934671,9.749507785077496,C0
9.51724642251963,9.659853651239011,C0
9.598924696223598,9.511490942766573,C0
9.902850019113473,10.089189973624618,C0
9.550762295329891,10.021626438317858,C0
9.596555826955866,10.557287438515617,C0
9.77234586676081,10.184883999340688,C0
9.954755787327485,10.84603858067294,C0
10.084081830375665,11.072767630141362,C0
9.93284374667066,11.465013612672614,C0
9.865560402296971,11.207559413054286,C0
9.514375673765047,12.017355756573329,C0
9.420283505936126,12.286103427208525,C0
9.744084825672202,12.43302358488417,C0
9.305758042446937,11.756559782921991,C0
9.948650569614403,11.2188707891326,C0
9.876522333946216,10.741276303683044,C0
9.86802862631766,10.491990652256789,C0
10.055278592213773,10.324600878922217,C0
9.71698293148846,10.189674428291893,C0
10.127904176049483,10.389284318327094,C0
9.7785056076075,10.995985994367512,C0
9.818747696925957,11.13230902550785,C0
9.89518861319395,11.655164549947118,C0
9.752087208345433,10.792817552008492,C0
9.911107250407792,10.350967443437934,C0
10.103951610403884,10.780506925077798,C0
9.354861188460573,11.342378771548466,C0
9.655612957343179,10.812929057020796,C0
9.548095465704078,11.577601258508546,C0
9.983127845105084,10.578897719980217,C0
9.624497278116868,10.39292192423329,C0
11.077946812368912,10.48186842866189,C0
10.992009083342428,9.484967032713488,C0
11.26743848861833,10.55955845327806,C0
