num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,label
0.00008492517485486894,0.0006669525034538611,14,0.00008492517485486894,14,14,14,14,14,C0
0.00004794175761332233,0.0006669525034538611,14,0.00004794175761332233,14,14,14,14,14,C0
0.00012384886899443565,0.00005558180251785565,14,0.00012384886899443565,14,14,14,14,14,C0
0.000039110405882205046,0.00003923425935526902,14,0.000039110405882205046,14,14,14,14,14,C0
0.00015644031243365256,0.00008337253827692785,14,0.00016513133838949766,14,14,0.08860759493670886,14,14,C0
0.00011008799175912748,0.0000666981100614099,14,0.00011008799175912748,14,14,14,14,14,C0
0.00003064322314176212,0.00013339558460614953,14,0.00003096242267687837,14,0.05017921146953405,14,14,14,C0
0.00005828209365932451,0.00006063467177152856,14,0.00005828209365932451,14,14,14,14,14,C0
0.000010075922072818689,0.00013339558460614953,14,0.000010075922072818689,14,14,14,14,14,C0
0.00019815713861091845,0.00006063467177152856,14,0.00019815713861091845,14,14,14,14,14,C0
0.00018577248178766205,0.00005558180251785565,14,0.00018577248178766205,14,14,14,14,14,C0
0.00010249577204940297,0.00005558180251785565,14,0.00010249577204940297,14,14,14,14,14,C0
0.00010615630758031861,0.000111163163703639,14,0.00010615630758031861,14,14,14,14,14,C0
0.000371540033438603,0.00008337253827692785,14,0.000371540033438603,14,14,14,14,14,C0
0.0002972336043820726,0.00007410897194975412,14,0.0002972336043820726,14,14,14,14,14,C0
0.00007621494792885879,0.00008337253827692785,14,0.00007621494792885879,14,14,14,14,14,C0
0.00005608277818059456,0.00005558180251785565,14,0.00005608277818059456,14,14,14,14,14,C0
0.00011432211071279837,0.00009528281982699362,14,0.00011432211071279837,14,14,14,14,14,C0
0.0000707710505962461,0.00006063467177152856,14,0.00007249716484301774,14,0.05017921146953405,14,14,14,C0
0.00016513133838949766,0.00008337253827692785,14,0.00016513133838949766,14,14,14,14,14,C0
0.00006324224943646638,0.00009528281982699362,14,0.00006324224943646638,14,14,14,14,14,C0
0.00009907927049348554,0.00007410897194975412,14,0.00009907927049348554,14,14,14,14,14,C0
0.00005214715928349803,0.00009528281982699362,14,0.00005214715928349803,14,14,14,14,14,C0
0.00015644031243365256,0.0002223245621000143,14,0.00015644031243365256,14,14,14,14,14,C0
0.000016888611165060843,0.0002223245621000143,14,0.000016985117397491784,14,0.05017921146953405,14,14,14,C0
0.000022348830118560544,0.00009528281982699362,14,0.000022348830118560544,14,14,14,14,14,C0
0.00005828209365932451,0.0000666981100614099,14,0.00005828209365932451,14,14,14,14,14,C0
0.00008742295851780619,0.00016674408356260646,14,0.00008742295851780619,14,14,14,14,14,C0
0.00006192470840097133,0.000111163163703639,14,0.00006192470840097133,14,14,14,14,14,C0
0.00042461557125959175,0.00013339558460614953,14,0.00042461557125959175,14,14,14,14,14,C0
0.00001769282972799802,0.0006669525034538611,14,0.00001769282972799802,14,14,14,14,14,C0
0.00004128319980184064,0.0006669525034538611,14,0.00004128319980184064,14,14,14,14,14,C0
0.000024978099559136543,0.00004168639326347885,14,0.000028308506099472048,14,14,14,0.034229828850855744,0.0748663101604278,C0
0.00004718077989829172,0.0006669525034538611,14,0.00004872768533053033,14,0.025134649910233394,14,14,14,C0
0.000029141107486974966,0.0006669525034538611,14,0.000029141107486974966,14,14,14,14,14,C0
0.000024165805040641707,0.000028999256376211494,14,0.000026073628201236262,14,14,0.029661016949152543,0.04560260586319218,14,C0
0.00007822059324732792,0.00016674408356260646,14,0.00008033465120415904,14,14,0.08860759493670886,14,14,C0
0.000013449756991712067,0.0006669525034538611,14,0.000014087185591626578,14,0.006292134831460674,14,0.13592233009708737,14,C0
0.000011842217675186579,0.00013339558460614953,14,0.000011937335808340957,14,14,14,0.13592233009708737,14,C0
0.00004872768533053033,0.00013339558460614953,14,0.00005504421229766337,14,14,14,0.03910614525139665,14,C0
0.00004371161573743057,0.0002223245621000143,14,0.00004371161573743057,14,14,14,14,14,C0
0.00004718077989829172,0.0000476415720357584,14,0.00004718077989829172,14,14,14,14,14,C0
0.0000401674408462706,0.0006669525034538611,14,0.0000401674408462706,14,14,14,14,14,C0
0.000037625204587049944,0.000333484195231176,14,0.00003810757769182402,14,0.05017921146953405,14,14,14,C0
0.000059447730582884996,0.0000666981100614099,14,0.000059447730582884996,14,14,14,14,14,C0
0.00003302657931922784,0.000333484195231176,14,0.00003302657931922784,14,14,14,14,14,C0
0.00003302657931922784,0.0000476415720357584,14,0.00003302657931922784,14,14,14,14,14,C0
0.00006066094431758604,0.0002223245621000143,14,0.00006066094431758604,14,14,14,14,14,C0
