sepal_length,sepal_width,petal_length,petal_width,label
11.25,8.333333333333334,9.40677966101695,8.124999999999998,C0
10.833333333333334,7.5,9.915254237288137,8.75,C0
10,6.666666666666666,10.169491525423728,10,C0
8.333333333333332,9.166666666666664,12.711864406779661,15,C0
11.666666666666664,6.666666666666666,12.457627118644067,12.5,C0
8.333333333333332,5.833333333333331,11.694915254237287,10.625,C0
9.166666666666666,6.666666666666666,12.203389830508474,13.125,C0
13.749999999999996,6.666666666666666,14.237288135593218,12.5,C0
12.499999999999998,5.833333333333331,13.47457627118644,10.625,C0
12.083333333333334,11.666666666666666,12.966101694915253,15,C0
9.166666666666666,8.333333333333334,10.42372881355932,11.875,C0
10.416666666666664,6.666666666666666,11.440677966101694,12.5,C0
6.249999999999999,4.999999999999997,10.42372881355932,14.374999999999998,C0
8.750000000000002,8.333333333333334,10.932203389830507,13.749999999999998,C0
9.166666666666666,6.666666666666666,11.440677966101694,10.625,C0
14.166666666666666,13.333333333333332,14.491525423728813,13.125,C0
14.166666666666666,3.333333333333333,15,13.749999999999998,C0
10.833333333333334,8.333333333333334,11.94915254237288,13.749999999999998,C0
14.166666666666666,4.999999999999997,14.491525423728813,11.875,C0
10,9.166666666666664,11.94915254237288,12.5,C0
12.083333333333334,8.333333333333334,12.711864406779661,10.625,C0
8.750000000000002,4.999999999999997,11.694915254237287,12.5,C0
12.083333333333334,6.666666666666666,12.203389830508474,9.375,C0
12.916666666666668,4.999999999999997,12.966101694915253,11.249999999999998,C0
15,13.333333333333332,13.728813559322035,11.875,C0
8.750000000000002,4.999999999999997,11.694915254237287,13.125,C0
14.166666666666666,6.666666666666666,12.966101694915253,13.749999999999998,C0
8.333333333333332,9.999999999999998,11.694915254237287,14.374999999999998,C0
8.750000000000002,7.5,11.440677966101694,10.625,C0
10.833333333333334,7.5,11.186440677966102,12.5,C0
10,7.5,11.694915254237287,14.374999999999998,C0
10.833333333333334,7.5,10.42372881355932,13.749999999999998,C0
10.416666666666664,8.333333333333334,12.457627118644067,13.749999999999998,C0
10,9.166666666666664,11.94915254237288,15,C0
10,6.666666666666666,10.677966101694915,13.749999999999998,C0
9.166666666666666,6.666666666666666,10.677966101694915,11.875,C0
7.916666666666667,9.999999999999998,11.186440677966102,13.749999999999998,C0
3.333333333333332,10.833333333333332,1.0169491525423726,0.625,C1
2.5000000000000018,6.666666666666666,1.0169491525423726,0.625,C1
1.6666666666666679,8.333333333333334,0.7627118644067797,0.625,C1
1.2499999999999991,7.5,1.271186440677966,0.625,C1
2.916666666666667,11.666666666666666,1.0169491525423726,0.625,C1
4.583333333333335,14.166666666666666,1.7796610169491522,1.8750000000000002,C1
1.2499999999999991,9.999999999999998,1.0169491525423726,1.25,C1
2.916666666666667,9.999999999999998,1.271186440677966,0.625,C1
0.41666666666666885,5.833333333333331,1.0169491525423726,0.625,C1
2.5000000000000018,7.5,1.271186440677966,0,C1
4.583333333333335,12.5,1.271186440677966,0.625,C1
2.083333333333333,9.999999999999998,1.5254237288135595,0.625,C1
2.083333333333333,6.666666666666666,1.0169491525423726,0,C1
0,6.666666666666666,0.25423728813559343,0,C1
6.249999999999999,15,0.5084745762711863,0.625,C1
4.583333333333335,14.166666666666666,0.7627118644067797,1.8750000000000002,C1
3.333333333333332,10.833333333333332,1.0169491525423726,1.25,C1
5.833333333333334,13.333333333333332,1.7796610169491522,1.25,C1
3.333333333333332,13.333333333333332,1.271186440677966,1.25,C1
4.583333333333335,9.999999999999998,1.7796610169491522,0.625,C1
3.333333333333332,12.5,1.271186440677966,1.8750000000000002,C1
1.2499999999999991,11.666666666666666,0,0.625,C1
3.333333333333332,9.166666666666664,1.7796610169491522,2.5,C1
2.083333333333333,9.999999999999998,2.2881355932203387,0.625,C1
2.916666666666667,6.666666666666666,1.5254237288135595,0.625,C1
2.916666666666667,9.999999999999998,1.5254237288135595,1.8750000000000002,C1
3.750000000000001,10.833333333333332,1.271186440677966,0.625,C1
3.750000000000001,9.999999999999998,1.0169491525423726,0.625,C1
1.6666666666666679,8.333333333333334,1.5254237288135595,0.625,C1
2.083333333333333,7.5,1.5254237288135595,0.625,C1
4.583333333333335,9.999999999999998,1.271186440677966,1.8750000000000002,C1
2.5000000000000018,7.5,1.271186440677966,0,C1
2.916666666666667,8.333333333333334,0.5084745762711863,0.625,C1
5,10.833333333333332,0.7627118644067797,0.625,C1
2.5000000000000018,7.5,1.271186440677966,0,C1
0.41666666666666885,6.666666666666666,0.7627118644067797,0.625,C1
3.333333333333332,9.999999999999998,1.271186440677966,0.625,C1
2.916666666666667,10.833333333333332,0.7627118644067797,1.25,C1
0.8333333333333339,0.8333333333333305,0.7627118644067797,1.25,C1
0.41666666666666885,8.333333333333334,0.7627118644067797,0.625,C1
2.916666666666667,10.833333333333332,1.5254237288135595,3.125,C1
3.333333333333332,13.333333333333332,2.2881355932203387,1.8750000000000002,C1
2.083333333333333,6.666666666666666,1.0169491525423726,1.25,C1
3.333333333333332,13.333333333333332,1.5254237288135595,0.625,C1
1.2499999999999991,8.333333333333334,1.0169491525423726,0.625,C1
4.166666666666666,12.5,1.271186440677966,0.625,C1
2.916666666666667,9.166666666666664,1.0169491525423726,0.625,C1
8.750000000000002,8.333333333333334,8.898305084745763,8.75,C2
5,0.8333333333333305,7.627118644067796,7.5,C2
9.166666666666666,4.999999999999997,9.152542372881355,8.75,C2
5.833333333333334,4.999999999999997,8.898305084745763,7.5,C2
8.333333333333332,9.166666666666664,9.40677966101695,9.375,C2
2.5000000000000018,1.6666666666666645,5.847457627118644,5.625,C2
9.58333333333333,5.833333333333331,9.152542372881355,7.5,C2
3.750000000000001,4.166666666666667,7.372881355932202,8.124999999999998,C2
6.666666666666668,6.666666666666666,8.135593220338983,8.75,C2
7.083333333333333,0,7.627118644067796,5.625,C2
7.499999999999998,5.833333333333331,9.40677966101695,8.124999999999998,C2
5.416666666666665,5.833333333333331,6.610169491525424,7.5,C2
10,7.5,8.64406779661017,8.124999999999998,C2
5.416666666666665,6.666666666666666,8.898305084745763,8.75,C2
6.249999999999999,4.166666666666667,7.881355932203388,5.625,C2
7.916666666666667,0,8.898305084745763,8.75,C2
5.416666666666665,2.4999999999999987,7.372881355932202,6.25,C2
6.666666666666668,8.333333333333334,9.661016949152541,10.625,C2
7.499999999999998,4.999999999999997,7.627118644067796,7.5,C2
8.333333333333332,2.4999999999999987,9.915254237288137,8.75,C2
7.499999999999998,4.999999999999997,9.40677966101695,6.874999999999999,C2
8.750000000000002,5.833333333333331,8.389830508474576,7.5,C2
9.58333333333333,6.666666666666666,8.64406779661017,8.124999999999998,C2
10.416666666666664,4.999999999999997,9.661016949152541,8.124999999999998,C2
7.083333333333333,5.833333333333331,8.898305084745763,8.75,C2
5.833333333333334,3.333333333333333,6.3559322033898304,5.625,C2
5,1.6666666666666645,7.118644067796609,6.25,C2
5,1.6666666666666645,6.864406779661017,5.625,C2
6.249999999999999,4.166666666666667,7.372881355932202,6.874999999999999,C2
7.083333333333333,4.166666666666667,10.42372881355932,9.375,C2
4.583333333333335,6.666666666666666,8.898305084745763,8.75,C2
7.083333333333333,9.999999999999998,8.898305084745763,9.375,C2
10,7.5,9.40677966101695,8.75,C2
8.333333333333332,0.8333333333333305,8.64406779661017,7.5,C2
5.416666666666665,6.666666666666666,7.881355932203388,7.5,C2
5,2.4999999999999987,7.627118644067796,7.5,C2
5,3.333333333333333,8.64406779661017,6.874999999999999,C2
7.499999999999998,6.666666666666666,9.152542372881355,8.124999999999998,C2
6.249999999999999,3.333333333333333,7.627118644067796,6.874999999999999,C2
2.916666666666667,0.8333333333333305,5.847457627118644,5.625,C2
5.416666666666665,4.166666666666667,8.135593220338983,7.5,C2
5.833333333333334,6.666666666666666,8.135593220338983,6.874999999999999,C2
5.833333333333334,5.833333333333331,8.135593220338983,7.5,C2
7.916666666666667,5.833333333333331,8.389830508474576,7.5,C2
3.333333333333332,2.4999999999999987,5.084745762711864,6.25,C2
5.833333333333334,4.999999999999997,7.881355932203388,7.5,C2
6.249999999999999,4.166666666666667,10.42372881355932,11.249999999999998,C2
2.5000000000000018,2.4999999999999987,8.898305084745763,10,C2
10,2.4999999999999987,12.203389830508474,10.625,C2
8.750000000000002,4.166666666666667,10.932203389830507,11.249999999999998,C2
5.833333333333334,2.4999999999999987,10.169491525423728,11.875,C2
7.083333333333333,0,10.169491525423728,8.75,C2
5.416666666666665,4.999999999999997,9.915254237288137,11.875,C2
8.333333333333332,4.166666666666667,9.915254237288137,10.625,C2
7.916666666666667,4.999999999999997,9.661016949152541,10.625,C2
7.499999999999998,6.666666666666666,9.915254237288137,10.625,C2
8.333333333333332,4.999999999999997,10.42372881355932,8.75,C2
7.499999999999998,3.333333333333333,11.694915254237287,8.124999999999998,C2
7.083333333333333,6.666666666666666,9.661016949152541,10.625,C2
6.249999999999999,4.166666666666667,10.42372881355932,11.249999999999998,C2
8.333333333333332,2.4999999999999987,10.169491525423728,11.249999999999998,C2
6.666666666666668,6.666666666666666,10.42372881355932,10.625,C2
