MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,label
0.1471546260052884,-0.09012277613569708,0.4352917842374851,0.16154020769935257,-0.13763816065561907,0.20637601568531716,0.12646115751922204,0.10465862376163271,0.17220477551055302,-0.48778982771629076,-0.44586080027529873,-0.18895087170656644,0.13783701426725847,-0.02015012589891818,-0.18098530185574335,0.1697814401912594,0.3194020291700854,-0.1481134003918433,-0.0891950390018933,0.19452207791171644,0.07615228170322808,0.17788364655148686,C0
0.1471546260052884,-0.09918016848714095,0.429061425587343,0.12628985696646072,-0.14520717863316573,0.2025173278469944,0.15134897931714308,0.14913032050808928,0.19974399164357115,-0.5024087116199139,-0.4703548320771501,-0.17884788986029532,0.22389689410786207,0.006271136698420388,-0.1919161888159313,0.14993988870376584,0.30789182315672714,-0.15857897311815095,-0.07704014833773765,0.20907785097884718,0.08804636241120478,0.17225291865856956,C0
0.1471546260052884,-0.08981714086525716,0.4143060471796936,0.11713688198311961,-0.1225613459476782,0.2445538710550692,0.18618086705418746,0.16218202015137706,0.20874490631557074,-0.5207858581839442,-0.46895871476459966,-0.19038440972904846,0.20782574598236714,-0.006434170077245227,-0.20861059511389168,0.11351361007248872,0.28241363390522967,-0.1742945401773318,-0.06160023556060501,0.22755183387520522,0.08248295607445177,0.15488958948200687,C0
0.1471546260052884,-0.12369234273651164,0.2605182952275465,0.09728647880664193,-0.15661316198436248,0.15855992402469365,0.18147440029308703,0.1312529902014552,0.12210214093955618,-0.5314732907097766,-0.46930585143644377,-0.1414699132415429,0.2883158322548225,0.02253363384851148,-0.16640036394634494,0.1848989330439722,0.33841421573971486,-0.09430176880822394,-0.028043528561322306,0.24027815600795083,0.12379632060744306,0.17415410171587337,C0
0.1471546260052884,-0.05645471269544988,0.40120615138486776,0.1076844751290616,-0.14249769717971061,0.21236589692076258,0.18745918731991906,0.17804841239960056,0.17335343315338392,-0.5303799679370099,-0.48736128157548914,-0.1757985863972511,0.268395736898812,-0.00043635174676137645,-0.2129404297971782,0.12367847073921234,0.28130844142921585,-0.16025303277540337,-0.05046161068905386,0.23019580115779287,0.079392017811874,0.15416044894612618,C0
0.1471546260052884,-0.06283917074449341,0.37132940102007145,0.08808574102945582,-0.14724098493557247,0.21318559531105385,0.17673966982276734,0.1435098950149306,0.1417984305598049,-0.5333977627222346,-0.4811991897899961,-0.15733759217305343,0.26482734796235075,0.011066789275932298,-0.19859363678558672,0.12748343875390078,0.3011008572928989,-0.12069620021223826,-0.004752399147748831,0.2477061622284062,0.08959114981208471,0.15921995289711038,C0
0.1471546260052884,-0.0187852655413423,0.39570104609545037,0.10243175448086989,-0.15939510212614566,0.25074418429058887,0.22285808041433586,0.1689944342343943,0.1692884953899756,-0.5171558225470867,-0.4673122216028646,-0.1759954627759156,0.20693577604588764,0.004296390359632585,-0.21212797162027908,0.12267540520987241,0.27992777114662026,-0.15924419792178957,-0.05179562494175405,0.2209110951179592,0.09364672098273108,0.1667362101611633,C0
0.1471546260052884,-0.0862503221715597,0.3715384269908362,0.11857050894919635,-0.12388075590285874,0.252960344999001,0.18822392055785808,0.12446421328643453,0.16307750423274625,-0.5090136710609879,-0.4684203655741556,-0.19500235782794284,0.22067004850120786,0.021298775101926015,-0.19997316451491798,0.11734947816762575,0.28566525679608634,-0.16260459096108548,-0.0666307015909805,0.2264333881578628,0.0921363197455396,0.17510323522952204,C0
0.1471546260052884,-0.1440486575904455,0.32334168296499716,0.07681833943068267,-0.16104570306599236,0.20044803806127798,0.12811956233597743,0.11864406452595888,0.16263057629949296,-0.5133770136244186,-0.4700627114551295,-0.16380057012451277,0.25172367946516694,0.03911691654685745,-0.15084297882443176,0.17441872611385412,0.3277984940316855,-0.13006400490264614,-0.01318441346484478,0.26937811174100906,0.11775685703519423,0.18235632221356418,C0
0.1471546260052884,-0.07378027159592904,0.4368585810258773,0.10320754774308555,-0.15404069722355973,0.18313381824580954,0.17430281826254457,0.19859805222234483,0.21199598203070913,-0.5309354527352913,-0.4965597706518764,-0.18092542409797685,0.300881504074916,-0.0028027395264185184,-0.2191817203525538,0.12839396234193612,0.2826477240099622,-0.16049882917809988,-0.03845399251246606,0.23389136830152585,0.08541021830783024,0.15110489687420675,C0
0.1471546260052884,-0.08794650372789747,0.4271318892506471,0.13173742152490592,-0.11682865899491068,0.18082276528509045,0.10700817649005567,0.14511241199512026,0.18569859491743435,-0.5291331795219122,-0.4553624806118847,-0.14772057839625607,0.23504402395636248,-0.006688494453643279,-0.21389622946367537,0.10005800421055111,0.27237023935643456,-0.12574890915321857,-0.04405624919299822,0.21798549086023694,0.07847078661848839,0.145749431474619,C0
0.1471546260052884,-0.14682127185032345,0.27835925045031557,0.09627395175443726,-0.134108023286566,0.20812074366082922,0.14824406423764902,0.12971014029697392,0.14563100371703697,-0.5171538049556423,-0.4486094972461463,-0.14462565075696066,0.25092470019772883,0.0291776603247188,-0.17451228948177455,0.16654042215693587,0.3267329892908757,-0.1309663940113538,-0.03783898746419723,0.23958715645128653,0.1009929862126302,0.1876849259146554,C0
